REGIONE,COMUNE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA
LAZIO,LADISPOLI,ROMA,RMIC8DX005,IC LADISPOLI I,RMEE8DX039,GIANNI RODARI,VIA TORINO S.N.C.,00055,SCUOLA PRIMARIA
LAZIO,LABICO,ROMA,RMIC8CE00V,LEONARDO DA VINCI,RMMM8CE01X,"LABICO ""PASQUALE MARSILI""",VIA ROMA 34A,00030,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8FD00V,IC VIA P. SEMERIA,RMMM8FD01X,GIUSEPPE MOSCATI,VIA P. SEMERIA 28,00154,SCUOLA PRIMO GRADO
LAZIO,FONDI,LATINA,LTIS026005,GOBETTI - DE LIBERO,LTTD02651R,ITC L.DE LIBERO,VIA SA MAGNO S.N.C.,04022,ISTITUTO TECNICO COMMERCIALE
LAZIO,ROMA,ROMA,RMIC85600X,I.C. FRATELLI CERVI,RMEE856012,I.A.C.P. MAZZACURATI,VIA MAZZACURATI 90,00148,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8BM00R,MARIA CAPOZZI,RMEE8BM01V,A. BALDI,VIA SISTO QUARTO 176,00167,SCUOLA PRIMARIA
LAZIO,FONDI,LATINA,LTIC817006,I.C AMANTE,LTEE817018,S.TEN.A.ASPRI,VIA DEGLI OSCI 1,04022,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC80600V,ISTITUTO COMPRENSIVO VIRGILIO,RMIC80600V,ISTITUTO COMPRENSIVO VIRGILIO,VIA GIULIA 25,00186,ISTITUTO COMPRENSIVO
LAZIO,CASTELNUOVO DI PORTO,ROMA,RMIC88100L,"I.C. ""GUIDO PITOCCO""",RMAA88101D,SCUOLA INFANZIA CENTRO URBANO,VIA ROMA N. 5,00060,SCUOLA INFANZIA
LAZIO,SANTI COSMA E DAMIANO,LATINA,LTIC81400P,I.C. G.ROSSI-SS.COSMA DAMIANO,LTEE814051,SELVA SEDERA,VIA SEDERA,04020,SCUOLA PRIMARIA
LAZIO,MINTURNO,LATINA,LTIC855001,I.C. MARCO EMILIO SCAURO,LTEE855024,SCAURI - VIA BALBO,VIA BALBO,04028,SCUOLA PRIMARIA
LAZIO,POMEZIA,ROMA,RMIC8GZ00L,ENEA,RMEE8GZ02Q,TORVAIANICA ALTA,VIA DI TORVAIANICA ALTA S.N.C.,00040,SCUOLA PRIMARIA
LAZIO,LATINA,LATINA,LTIC84800T,LEONARDO DA VINCI-RODARI,LTAA84801P,VIA FATTORI,VIA DE CHIRICO 3,04100,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIS02300R,DONATO BRAMANTE,RMRI02350R,"PERCORSO II LIV. ""SISTO V""",VIA DELLA CECCHINA 20,00139,IST PROF INDUSTRIA E ARTIGIANATO
LAZIO,ALATRI,FROSINONE,FRIC83700Q,ISTITUTO COMPRENSIVO 1 ALATRI,FREE837041,PRIMARIA ALDA MERINI,VIA VALLE SAN MATTEO,03011,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8B400C,BRUNO MUNARI,RMEE8B402G,WALT DISNEY,VIA PERAZZI 46,00139,SCUOLA PRIMARIA
LAZIO,TIVOLI,ROMA,RMIC892003,I.C TIVOLI IV-VINCENZO PACIFICI,RMAA892054,CARLO COLLODI - VIA PUGLIE,VIA PUGLIE5,00010,SCUOLA INFANZIA
LAZIO,FROSINONE,FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,FREE860031,FROSINONE VIA AMERICA LATINA,VIA AMERICA LATINA 105,03100,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMEE8EY01N,G. MARCONI,VIALE ALESSANDRINO 390,00172,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC83500V,"""FONTANILE ANAGNINO""",RMEE835011,VIA FONTANILE ANAGNINO,VIA FONTANILE ANAGNINO 123/D,00118,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS069006,ISTITUTO ISTRUZIONE SUPERIORE E. AMALDI,RMIS069006,ISTITUTO ISTRUZIONE SUPERIORE E. AMALDI,VIA DOMENICO PARASACCHI 21,00133,ISTITUTO SUPERIORE
LAZIO,CIVITAVECCHIA,ROMA,RMIC8GQ00R,IC VIA XVI SETTEMBRE,RMMM8GQ01T,G. MANZI CIVITAVECCHIA,VIA A. DA SANGALLO 1,00053,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMPS17000L,NEWTON,RMPS17000L,NEWTON,V.LE MANZONI 47,00185,LICEO SCIENTIFICO
LAZIO,POGGIO MIRTETO,RIETI,RIIC82500N,IST. COMPRENSIVO BASSA SABINA,RIEE82504V,SCUOLA PRIMARIA SCALO,VIA BRODOLINI SNC,02047,SCUOLA PRIMARIA
LAZIO,MORLUPO,ROMA,RMIC88600Q,"""GIOVANNI FALCONE E PAOLO BORS",RMEE88602V,"""GIUSEPPE DI MATTEO""",VIA SAN PELLEGRINO 27,00067,SCUOLA PRIMARIA
LAZIO,VILLA SANTO STEFANO,FROSINONE,FRIC81200B,I.C. AMASENO,FRAA812029,VILLA S.STEFANO CAPOLUOGO,VIALE G. MARCONI,03020,SCUOLA INFANZIA
LAZIO,SANTI COSMA E DAMIANO,LATINA,LTTF09000X,ITI A. PACINOTTI,LTTF090011,SANTI COSMA E DAMIANO,VIA SELCI S.N.C.,04020,ISTITUTO TECNICO INDUSTRIALE
LAZIO,ROMA,ROMA,RMIC8ES00L,MAHATMA GANDHI,RMEE8ES01P,MAHATMA GANDHI,VIA CORINALDO 41,00156,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8FX00A,PINO PUGLISI,RMIC8FX00A,PINO PUGLISI,VIA BRAVETTA 336,00164,ISTITUTO COMPRENSIVO
LAZIO,CIVITA CASTELLANA,VITERBO,VTIC81700B,I.C. D. ALIGHIERI CIVITA CASTEL,VTEE81702E,"""DON BOSCO"" CIVITA CASTELLANA",VIA A. GRANDI,01033,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS12400D,IIS CRISTOFORO COLOMBO,RMTN12401N,CRISTOFORO COLOMBO,VIA PANISPERNA 255,00184,ISTITUTO TECNICO PER IL TURISMO
LAZIO,MAENZA,LATINA,LTIC80800B,IST. COMPR. ROCCAGORGA-MAENZA,LTAA80804B,FRANCESCO BOVE MAENZA,VIA DEL COLLE,04010,SCUOLA INFANZIA
LAZIO,CISTERNA DI LATINA,LATINA,LTIC838007,I.C. DANTE MONDA- ALFONSO VOLPI,LTMM838018,A.VOLPI,VIA OBERDAN SNC,04012,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIS03600V,I.I.S. J. PIAGET-V. NOBILIORE - DIAZ,RMRF03650X,PIAGET,VIA NOBILIORE 79/A,00175,IST PROF PER I SERVIZI SOCIALI
LAZIO,GALLICANO NEL LAZIO,ROMA,RMIC8AB006,GALLICANO NEL LAZIO VIA TRE NOV,RMEE8AB018,GALLICANO,PIAZZALE CADUTI DI TUTTE LE GUERRE,00010,SCUOLA PRIMARIA
LAZIO,FIAMIGNANO,RIETI,RIIC81900A,I. OMNICOMPRENSIVO BORGOROSE,RIMM81903D,FRAZ S.LUCIA,Non Disponibile,02027,SCUOLA PRIMO GRADO
LAZIO,POMEZIA,ROMA,RMIC8D400N,IC POMEZIA VIA DELLA TECNICA,RMAA8D404N,VIA DANTE ALIGHIERI,VIA DANTE ALIGHIERI,00071,SCUOLA INFANZIA
LAZIO,FROSINONE,FROSINONE,FRIS01100Q,"I.I.S. ""A.G. BRAGAGLIA"" FROSINONE",FRSL011024,LICEO ARTISTICO - ANTON GIULIO BRAGAGLIA,VIA CASALE RICCI 2,03100,LICEO ARTISTICO
LAZIO,ROMA,ROMA,RMTD640001,PAOLO TOSCANELLI,RMTD64050A,"PERCORSO II LIV ""PAOLO TOSCANELLI""",VIA DELLE RANDE 22,00122,IST TEC COMMERCIALE E PER GEOMETRI
LAZIO,ROMA,ROMA,RMIS09700A,CONFALONIERI-DE CHIRICO,RMRC097019,I.I.S. CONFALONIERI DE CHIRICO,VIA B.M. DE MATTIAS 5 - VIA A. SEVERO,00183,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI
LAZIO,CIVITAVECCHIA,ROMA,RMPS130006,GALILEI - CIVITAVECCHIA,RMPS130006,GALILEI - CIVITAVECCHIA,VIA DELL'IMMACOLATA 4,00053,LICEO SCIENTIFICO
LAZIO,ROMA,ROMA,RMIC8EP00Q,IC GIOVANNI FALCONE,RMEE8EP02V,CASAL DE' PAZZI - ZONA A/1,PIAZZA G. GOLA,00156,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8FS007,I.C. GIUSEPPE BAGNERA,RMIC8FS007,I.C. GIUSEPPE BAGNERA,VIA GIUSEPPE BAGNERA 64,00146,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMRH01000T,"""TOR CARBONE - ALESSANDRO NARDUCCI""",RMRH01000T,"""TOR CARBONE - ALESSANDRO NARDUCCI""",VIA DI TOR CARBONE 53,00178,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,ROMA,ROMA,RMIC8FD00V,IC VIA P. SEMERIA,RMEE8FD022,LEONARDO DA VINCI,LARGO LEONARDO DA VINCI 19,00146,SCUOLA PRIMARIA
LAZIO,LABICO,ROMA,RMIC8CE00V,LEONARDO DA VINCI,RMAA8CE01Q,INFANZIA FILIPPO PASTORE,VIA LEONARDO DA VINCI 10,00030,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC85600X,I.C. FRATELLI CERVI,RMIC85600X,I.C. FRATELLI CERVI,VIA CASETTA MATTEI 279,00148,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8BN00L,"""DON ROBERTO SARDELLI""",RMMM8BN01N,A. ROSMINI,VIA GIORGIO DEL VECCHIO 24,00166,SCUOLA PRIMO GRADO
LAZIO,ITRI,LATINA,LTIC83500Q,ISTITUTO COMPRENSIVO ITRI,LTAA83502N,VIA GIOVENCO,VIA 8 MARZO,04020,SCUOLA INFANZIA
LAZIO,FONDI,LATINA,LTIC817006,I.C AMANTE,LTAA817013,VIA DEGLI OSCI,VIA DEGLI OSCI 5,04022,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC80700P,URUGUAY,RMEE807062,GIOVANNI PAOLO I,VIA DELLO SCALO DI SETTEBAGNI 45,00138,SCUOLA PRIMARIA
LAZIO,MAGLIANO ROMANO,ROMA,RMIC88100L,"I.C. ""GUIDO PITOCCO""",RMEE88104T,MAGLIANO ROMANO,VIA ROMANA,00060,SCUOLA PRIMARIA
LAZIO,GALLESE,VITERBO,VTIC82200V,I.C. MONACI SORIANO NEL CIMINO,VTEE822077,DE ANGELIS AGOSTINO-GALLESE,PIAZZA DON MILANI,01035,SCUOLA PRIMARIA
LAZIO,MINTURNO,LATINA,LTIC855001,I.C. MARCO EMILIO SCAURO,LTAA85501T,SCAURI SCALO FERROVIARIO,VIA CISTRELLI,04028,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8EH00G,IC VIA SAVINIO,RMEE8EH01N,C. USAI,VIA SAVINIO,00141,SCUOLA PRIMARIA
LAZIO,CERVARO,FROSINONE,FRIC843003,I.C. CERVARO,FRAA843021,CERVARO COLLETORNESE INFANZIA,VIA S.LUCIA,03044,SCUOLA INFANZIA
LAZIO,VILLA SANTO STEFANO,FROSINONE,FRIC81200B,I.C. AMASENO,FREE81203G,VILLA S. STEFANO CAPOLUOGO,VIA DANTE ALIGHIERI,03020,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8B400C,BRUNO MUNARI,RMIC8B400C,BRUNO MUNARI,VIA C. PERAZZI 30,00139,ISTITUTO COMPRENSIVO
LAZIO,LATINA,LATINA,LTIC84800T,LEONARDO DA VINCI-RODARI,LTIC84800T,LEONARDO DA VINCI-RODARI,VIALE DE CHIRICO N.3,04100,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8EY00G,VIA LUCA GHINI,RMEE8EY03Q,VIA DEI SALICI,VIA DEI SALICI 27,00172,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS02300R,DONATO BRAMANTE,RMTF023019,IST. TECNOLOGICO,VIA DELLA CECCHINA 20,00139,ISTITUTO TECNICO INDUSTRIALE
LAZIO,SABAUDIA,LATINA,LTIC809007,I.C.GIULIO CESARE,LTEE80902A,BORGO SAN DONATO,VIA MIGLIARA 47,04010,SCUOLA PRIMARIA
LAZIO,TIVOLI,ROMA,RMIC892003,I.C TIVOLI IV-VINCENZO PACIFICI,RMEE89207B,M. TERESA DI CALC. - V. LEONINA,VIA LEONINA 6,00010,SCUOLA PRIMARIA
LAZIO,FROSINONE,FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,FRAA86007X,SCUOLA INFANZIA FERRARELLI,VIA FERRARELLI,03100,SCUOLA INFANZIA
LAZIO,CIVITAVECCHIA,ROMA,RMIC8GQ00R,IC VIA XVI SETTEMBRE,RMAA8GQ02P,GIOVANNI PAOLO II,VIA G. BRUZZESI,00053,SCUOLA INFANZIA
LAZIO,FIAMIGNANO,RIETI,RIIC81900A,I. OMNICOMPRENSIVO BORGOROSE,RIAA81905B,FRAZ S.AGAPITO,Non Disponibile,02020,SCUOLA INFANZIA
LAZIO,FONDI,LATINA,LTTF09000X,ITI A. PACINOTTI,LTTF090509,ITI PACINOTTI (CORSO SERALE),VIA APPIA LATO ITRI 75,04022,ISTITUTO TECNICO INDUSTRIALE
LAZIO,ROMA,ROMA,RMIC8ES00L,MAHATMA GANDHI,RMAA8ES03G,PENNABILLI,VIA MONDOLFO 34,00156,SCUOLA INFANZIA
LAZIO,MINTURNO,LATINA,LTIC855001,I.C. MARCO EMILIO SCAURO,LTEE855046,MARINA DI MINTURNO,VIALE P.FEDELE,04028,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS12400D,IIS CRISTOFORO COLOMBO,RMPS12401X,LICEO LINGUISTICO,VIA PANISPERNA 255,00184,LICEO SCIENTIFICO
LAZIO,GUIDONIA MONTECELIO,ROMA,RMTF010006,ITTS ALESSANDRO VOLTA TIVOLI,RMTF010028,I.T.T.S A.VOLTA GUIDONIA,VIA RITA LEVI MONTALCINI 5,00012,ISTITUTO TECNICO INDUSTRIALE
LAZIO,ROMA,ROMA,RMIC820005,GIOVANNI PALOMBINI,RMIC820005,GIOVANNI PALOMBINI,VIA GIOVANNI PALOMBINI 39,00156,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIS03900A,IS LEON BATTISTA ALBERTI,RMTL03951C,"PERCORSO II LIV. ""LEON BATTISTA ALBERTI""",VIALE CIVILTA' DEL LAVORO 4,00144,ISTITUTO TECNICO PER GEOMETRI
LAZIO,ROMA,ROMA,RMIC8FX00A,PINO PUGLISI,RMEE8FX02D,BUON PASTORE,VIA BRAVETTA 336,00164,SCUOLA PRIMARIA
LAZIO,GALLICANO NEL LAZIO,ROMA,RMIC8AB006,GALLICANO NEL LAZIO VIA TRE NOV,RMAA8AB013,SUOR GIOVANNA ROMANO,VIALE ALDO MORO,00010,SCUOLA INFANZIA
LAZIO,TOFFIA,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIAA817113,TOFFIA,VIA FARENSE,02039,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8G900L,MONTESSORI - M. C. PINI,RMEE8G903R,FRATELLI BANDIERA,PIAZZA RUGGERO DI SICILIA 2,00162,SCUOLA PRIMARIA
LAZIO,ORTE,VITERBO,VTIC827002,ISTITUTO OMNICOMPRENSIVO ORTE,VTAA82702X,SCUOLA INFANZIA ORTE,VIA DEI CALAFATI N. 10,01028,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FS007,I.C. GIUSEPPE BAGNERA,RMEE8FS019,R. GUTTUSO,VIA CRUTO 41,00146,SCUOLA PRIMARIA
LAZIO,FROSINONE,FROSINONE,FRIS01100Q,"I.I.S. ""A.G. BRAGAGLIA"" FROSINONE",FRRI01151R,VIA TIBURTINA 221,VIA TIBURTINA 221,03100,IST PROF INDUSTRIA E ARTIGIANATO
LAZIO,ROMA,ROMA,RMRH01000T,"""TOR CARBONE - ALESSANDRO NARDUCCI""",RMRH010507,IPSEOA TOR CARBONE,VIA TOR CARBONE 53,00178,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,MORLUPO,ROMA,RMIC88600Q,"""GIOVANNI FALCONE E PAOLO BORS",RMMM88601R,D.A.VENTURINI,VIA G. B. DE MATTIA 1,00067,SCUOLA PRIMO GRADO
LAZIO,SUBIACO,ROMA,RIMM035009,CPIA 6,RMCT72300D,C.T.P. 24 C/O I.C. SUBIACO,VIA C.A. DALLA CHIESA S.N.C,00028,CENTRO TERRITORIALE
LAZIO,ROMA,ROMA,RMIC8ES00L,MAHATMA GANDHI,RMEE8ES03R,VIA PENNABILLI,VIA MONDOLFO 34,00156,SCUOLA PRIMARIA
LAZIO,VICOVARO,ROMA,RMIC8AL00A,ISTITUTO COMPRENSIVO - VICOVARO,RMIC8AL00A,ISTITUTO COMPRENSIVO - VICOVARO,VIA G. MAZZINI 1,00029,ISTITUTO COMPRENSIVO
LAZIO,COLLEFERRO,ROMA,RMIS099002,VIA GRAMSCI S.N.C.,RMRI09901N,IST. PROF. PARODI DELFINO,VIA PALIANESE KM 1.200,00034,IST PROF INDUSTRIA E ARTIGIANATO
LAZIO,ITRI,LATINA,LTIC83500Q,ISTITUTO COMPRENSIVO ITRI,LTAA83501L,S.APOLLONIA,VIA DELLA REPUBBLICA,04020,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIS03900A,IS LEON BATTISTA ALBERTI,RMTL039013,LEON BATTISTA ALBERTI,VIALE CIVILTA' DEL LAVORO 4,00144,ISTITUTO TECNICO PER GEOMETRI
LAZIO,ROMA,ROMA,RMIC80700P,URUGUAY,RMEE807051,MARCO SIMONCELLI,VIA V. MEZZOGIORNO 20,00138,SCUOLA PRIMARIA
LAZIO,SELCI,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIEE82307A,SCUOLA PRIMARIA SELCI,VIA FONTELEORGA N. 17,02040,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8FE00P,IC PIAZZA DAMIANO SAULI,RMMM8FE01Q,SMS VIA MACINGHI STROZZI,VIA MACINGHI STROZZI 51,00154,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC85600X,I.C. FRATELLI CERVI,RMMM856011,CERVI F.LLI,VIA CASETTA MATTEI 279,00148,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8B5008,TULLIO DE MAURO,RMEE8B503C,ITALO CALVINO,VIA A.BONGIORNO 25,00155,SCUOLA PRIMARIA
LAZIO,LATINA,LATINA,LTIC847002,I.C. CENA,LTAA84701V,VIA XVIII DICEMBRE,VIA XVIII DICEMBRE,04100,SCUOLA INFANZIA
LAZIO,FONDI,LATINA,LTIC817006,I.C AMANTE,LTIC817006,I.C AMANTE,VIA DEGLI OSCI 1,04022,ISTITUTO COMPRENSIVO
LAZIO,SORIANO NEL CIMINO,VITERBO,VTIC82200V,I.C. MONACI SORIANO NEL CIMINO,VTAA82202R,SCUOLA INFANZIA S. EUTIZIO,VIA F.LLI CERVI 7,01038,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8CU003,"""VIA TEODORO MOMMSEN 20""",RMMM8CU014,TEODORO MOMMSEN,LARGO PIETRO TACCHI VENTURI 5,00179,SCUOLA PRIMO GRADO
LAZIO,ARPINO,FROSINONE,FRIS006008,"I.I.S. ""TULLIANO"" ARPINO",FRRI00601X,SERVIZI SOCIO- SANITARI ODONTOTECNICO,VIA PELAGALLI 3,03033,IST PROF INDUSTRIA E ARTIGIANATO
LAZIO,FONDI,LATINA,LTIC85200D,I.C. GARIBALDI,LTAA85203C,LOC. TORRICELLA,Non Disponibile,04022,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIS11400V,EVANGELISTA TORRICELLI,RMIS11400V,EVANGELISTA TORRICELLI,VIA FORTE BRASCHI 99,00167,ISTITUTO SUPERIORE
LAZIO,CIVITAVECCHIA,ROMA,RMIC8GQ00R,IC VIA XVI SETTEMBRE,RMAA8GQ01N,"""ADRIANO GIANNINI""",VIA A. DA SANGALLO 23,00053,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8EH00G,IC VIA SAVINIO,RMMM8EH01L,SMS VIA CECCO ANGIOLIERI,VIA CECCO ANGIOLIERI 15,00137,SCUOLA PRIMO GRADO
LAZIO,VITICUSO,FROSINONE,FRIC843003,I.C. CERVARO,FREE843059,VITICUSO CAPOLUOGO,VIA CERVARO,03040,SCUOLA PRIMARIA
LAZIO,PALIANO,FROSINONE,FRIC827005,I.C. PALIANO,FRIC827005,I.C. PALIANO,VIA FRATELLI BEGUINOT 30/A,03018,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIS02300R,DONATO BRAMANTE,RMRI02301C,SISTO V,VIA DELLA CECCHINA 20,00139,IST PROF INDUSTRIA E ARTIGIANATO
LAZIO,SABAUDIA,LATINA,LTIC809007,I.C.GIULIO CESARE,LTMM809018,GIULIO CESARE,VIA CONTE VERDE SNC,04016,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8BN00L,"""DON ROBERTO SARDELLI""",RMIC8BN00L,"""DON ROBERTO SARDELLI""",VIA GIORGIO DEL VECCHIO 24,00166,ISTITUTO COMPRENSIVO
LAZIO,TIVOLI,ROMA,RMIC892003,I.C TIVOLI IV-VINCENZO PACIFICI,RMAA892021,ADRIANELLA - VIA MARCONI,VIA MARCONI9,00010,SCUOLA INFANZIA
LAZIO,PETRELLA SALTO,RIETI,RIIC81900A,I. OMNICOMPRENSIVO BORGOROSE,RIEE81904G,PETRELLA SALTO,VIA S.MARIA APPARI,02025,SCUOLA PRIMARIA
LAZIO,CASTELNUOVO DI PORTO,ROMA,RMIC88100L,"I.C. ""GUIDO PITOCCO""",RMEE88102Q,SCUOLA PRIMARIA S.LUCIA,VIA TIBERINA,00060,SCUOLA PRIMARIA
LAZIO,CIVITA CASTELLANA,VITERBO,VTIS006005,"IST.SUP.STAT.""GIUSEPPE COLASANTI""",VTIS006005,"IST.SUP.STAT.""GIUSEPPE COLASANTI""",VIA ENRICO BERLINGUER S.N.C.,01033,ISTITUTO SUPERIORE
LAZIO,ROMA,ROMA,RMIS09100B,"I.I.S. ""VIA DEI PAPARESCHI""",RMPS09101T,"I.I.S. ""VIA DEI PAPARESCHI""",VIA DEI PAPARESCHI 30/A,00146,LICEO SCIENTIFICO
LAZIO,MINTURNO,LATINA,LTIC855001,I.C. MARCO EMILIO SCAURO,LTAA855041,ANGELITA,PIAZZA CAPPUCCIA,04028,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC820005,GIOVANNI PALOMBINI,RMEE820039,PONTEMAMMOLO,VIA G. CIAMICIAN 32,00156,SCUOLA PRIMARIA
LAZIO,LATINA,LATINA,LTVC010005,SAN BENEDETTO,LTVC010005,SAN BENEDETTO,VIA MARIO SICILIANO N 4,04010,CONVITTO ANNESSO
LAZIO,POGGIO NATIVO,RIETI,RIIC81700P,"""PROF. FERRUCCIO ULIVI""",RIEE817084,POGGIO NATIVO,VIA ROMA,02030,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS12400D,IIS CRISTOFORO COLOMBO,RMTN124513,C. COLOMBO SERALE,VIA PANISPERNA 255,00184,ISTITUTO TECNICO PER IL TURISMO
LAZIO,CAMPAGNANO DI ROMA,ROMA,RIMM035009,CPIA 6,RMCT72100T,C.T.P. 22 C/O I.C. CAMPAGNANO VIA LESEN,VIA B.LESEN 2,00063,CENTRO TERRITORIALE
LAZIO,RIETI,RIETI,RIIC82100A,GIOVANNI PASCOLI,RIAA821017,BORGO S.ANTONIO,VIA DELLA CAVATELLA,02100,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8G900L,MONTESSORI - M. C. PINI,RMIC8G900L,MONTESSORI - M. C. PINI,VIA S. MARIA GORETTI 41,00199,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8FS007,I.C. GIUSEPPE BAGNERA,RMAA8FS014,MARIA LETIZIA GIULIANI,VIA BLASERNA 47,00146,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMRH02000C,PELLEGRINO ARTUSI,RMRH02000C,PELLEGRINO ARTUSI,VIA PIZZO DI CALABRIA5,00178,IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE
LAZIO,ORTE,VITERBO,VTIC827002,ISTITUTO OMNICOMPRENSIVO ORTE,VTIC827002,ISTITUTO OMNICOMPRENSIVO ORTE,VIA DEL CAMPO SPORTIVO 22,01028,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8ES00L,MAHATMA GANDHI,RMMM8ES01N,SMS VIA CORINALDO,VIA CORINALDO 41,00156,SCUOLA PRIMO GRADO
LAZIO,FROSINONE,FROSINONE,FRIC84600E,I.C. 4^ FROSINONE,FREE84603P,FROSINONE CAVONI,VIALE MADRID,03100,SCUOLA PRIMARIA
LAZIO,VALMONTONE,ROMA,RMIS099002,VIA GRAMSCI S.N.C.,RMIS099002,VIA GRAMSCI S.N.C.,VIA GRAMSCI S.N.C.,00034,ISTITUTO SUPERIORE
LAZIO,PROSSEDI,LATINA,LTIC83600G,"I.C. ""S.TOMMASO D'AQUINO""",LTAA83605L,PROSSEDI,PROSSEDI,04010,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC820005,GIOVANNI PALOMBINI,RMEE820028,E. SALGARI,VIA PALOMBINI 39,00156,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIS03900A,IS LEON BATTISTA ALBERTI,RMTD03901L,LEON BATTISTA ALBERTI,VIALE CIVILTA' DEL LAVORO 4,00144,ISTITUTO TECNICO COMMERCIALE
LAZIO,RIOFREDDO,ROMA,RMIC8AL00A,ISTITUTO COMPRENSIVO - VICOVARO,RMMM8AL046,SCUOLA SEC. I GRADO RIOFREDDO,PIAZZA DEL MERCATO 1,00023,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC80700P,URUGUAY,RMMM80701Q,MASINA BARTALI UNGARETTI,VIA GIUSEPPE DE SANTIS 33,00139,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8CU003,"""VIA TEODORO MOMMSEN 20""",RMAA8CU01X,SALVATORE QUASIMODO,VIA LATINA 550,00179,SCUOLA INFANZIA
LAZIO,MONTE SAN GIOVANNI IN SABINA,RIETI,RIIC823002,ANTONIO MALFATTI - CONTIGLIANO,RIEE823036,EDMONDO DE AMICIS,VIA DELLE RIPI,02040,SCUOLA PRIMARIA
LAZIO,TREVIGNANO ROMANO,ROMA,RMIC871002,"""TOMMASO SILVESTRI""",RMMM871013,TREVIGNANO VIA IV NOVEMBRE,PIAZZA VITTORIO EMANUELE III S.N.C.,00069,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8FE00P,IC PIAZZA DAMIANO SAULI,RMEE8FE01R,BATTISTI,PIAZZA DAMIANO SAULI 1,00154,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC85700Q,ENZO BIAGI,RMIC85700Q,ENZO BIAGI,VIA ORREA 23,00123,ISTITUTO COMPRENSIVO
